id	sentiment	review
"4631_10"	1	"Movies like this one, and C.R.A.Z.Y., make me very sad for American films with a gay subject matter. With the exception of Parting Glances and Brokeback Mountain, there are few other notable American films with the kind of depth and sincerity as this movie, The Bubble. This movie centers on two men, Noam and Ashwar, an Israle and Palestinian respectively. Their relationship is complicated by the tension between the Jews and Arabs in Israel. Couples, in the early stages of their relationships will struggle with who will call who next, or who will say \"I love you\" first. Noam and Ashwar's early love is complicated by suicide bombings, armed security check points, and racism. While Noam's friends accept and like Ashwar, who is Arab, it is clear that most of Tel Aviv's citizens probably don't.<br /><br />One of the most touching moments, and there are many in this film, is when Noam and Ashwar attend a production of \"Bent\". We, as movie goers, see them watching this play, and the affect it has on the two of them is profoundly captured in their eyes. And ultimately, this touching moment is played out in a very sad way in the finale of the movie.<br /><br />Ohad Knoller and Youseff 'Joe' Sweid are outstanding as Noam and Ashwar. Director Eytan Fox is brilliant in creating a cogent and interesting retelling of the Shakespeare classic Romeo and Juliet. And while most movies today have sex in them, (almost as a sport), this one goes back to the old tried and true version of sex with love and passion combined. It is so refreshing. Also refreshing is seeing two gay men being portrayed as people and not cartoons. There are cartoonish characters in this movie. It just doesn't happen to be the two gay guys for a change. Somewhere on this site I think I read a comparison between this movie and \"Friends\". Well, not really. Yes, these are youthful characters stumbling through their first uneasy steps into adulthood and relationships. But I don't recall getting \"blowed up\" as a backdrop to the insipid story lines in \"Friends\".<br /><br />This is a very good movie. It has heart, and heartbreak. And like all good love stories love does win out. But not in it's intact glory of full bloom . Still, it's a very satisfying movie to watch."
"10462_4"	0	"What was this about ?? Pre-destination, you can not change the future cause it has already been written ??<br /><br />I'll give it this much. I did want to see what happened next and therefore watched the whole movie. This movie took a concept and made it watchable.<br /><br />If you're looking for a recommendation, See it at matinee prices. No thrills but an interesting concept. They should have left the Y2K reference out...."
"10934_2"	0	"First of all, let me say the I am LDS or rather, I am a Mormon. So when I watched this film, I automatically gave it the benefit of the doubt. I can usually find something redeeming in every movie I watch. And this one was no exception. It does have its redeeming moments. But they are few and far between.<br /><br />One of the first things I noticed that bothered me very greatly was that it seemed as though Halestorm was ashamed of our Church! In the LDS Church, congregations are called \"wards\" and the basketball court is in the \"cultural hall\". NEVER ONCE are either of these two names mentioned. The Church is never referred to by name and \"the standards\" is as far as it goes in mentioning what our Church believes.<br /><br />It makes me wonder if the directors are really LDS or LDS wannabes? This film had so much potential! It could have really shown our Church in a positive light and helped the public to see not only what we have to offer, but also what we believe. Instead it was only mildly entertaining and left much to be desired. If I were not already LDS, I'd be left thinking Mormons are stupid, idiotic and ashamed of their beliefs.<br /><br />It is NOT a film I will recommend to my nonLDS friends.<br /><br />Sorry Halestorm. You can do better than this!"
"6213_7"	1	"Of course, the story line for this movie isn't the best, but the dances are wonderful. This story line is different from other Astaire-Rogers movies in that neither one is \"chasing\" the other. The dancing of Fred and Ginger is what makes this movie."
"12332_8"	1	"Having seen the short a number of times at horror movie marathons, I believe it to be a humorous parody that slices to the main point of its reference.<br /><br />Though the themes are crusty and stale to today's viewers, it is by no means a crumby waste of time.<br /><br />Though being a student film gives little rise to an excuse, the proof is that it appears crafted with care on a budget of little to no dough.<br /><br />As noted by another reviewer, it is less than ten minutes which is plenty of time to cleanse the viewing palate with a toast of joy, sit back and loaf idly through the film.<br /><br />I think this short-bread of a film should be enjoyed as an appetizer for the title reference and the viewer should relax and roll with it."
"1096_2"	0	"While some scenes of training were realistic, too many of them depicted military instructors as ex-Nazi types. Obviously, the people who wrote the screen play were either anti-military types or writing a film for that audience.<br /><br />I am a Viet Nam vet and, even during this period, military instructors who behaved in the manner some of these did would probably still be serving time in military prison.<br /><br />And I really loved the scene where the \"hero\" and his buddy (both privates) are sitting down in the Captain's office, smoking cigarettes and talking and cussing with the Captain as if he were their buddy. This sort of thing never happened in training or in a formal situation, as was the purpose for the scene.<br /><br />At the end I asked myself, \"What was this film about?\" as it seemed to wander around all over the place with no focus except \"I hate all authority.\" Thank God I got it from the library and did not pay to rent it."
"11560_9"	1	"Simon's best comedy is superbly crafted by director Gene Saks and given life by the immense talents of Lemmon and Matthau. No one delivers these lines better. No one times them better. Nobody does it better."
"9530_9"	1	"Conrad Hall went out with a bang. The great film photographer finished his illustrious career with this movie before passing on. He did himself proud as this is one of the best-looking crime films you'll ever see.<br /><br />Of course, the acting ain't bad when you have Tom Hanks and Paul Newman playing the leads! The amount of action in here is just right, too: not too much; not too little.<br /><br />None of the characters in here, frankly, are \"good guys\" as Hanks is a professional hit-man for town boss Newman. Hanks' only redeeming quality is not wanting his young son to wind up a killer like him, although he does teach him how to be the getaway man in robberies! Huh?<br /><br />As good as the acting is and as interesting as the story is, the real star of this film is cinematographer Hall, who paints scene after beautiful scene with his lens. His work is just awesome."
"2148_10"	1	"I always look forward to this movie when its on TV. Have to get the DVD I guess. The range of different types of people is great. It says to me that anyone can be a dancer if they try hard enough. My favorite character must be Mr.Aoki. He is so quirky but so full of emotions. It is a perfect movie with wonderful dancing. Unfortunately we never get the chance to see them go to Blackpool. Would make for the perfect sequel if they had. But I guess it leaves it to your imagination to what could of happened.<br /><br />A very simple and innocent story. He stays loyal to his wife and daughter.<br /><br />I haven't seen the Hollywood remake. Not sure if I want to. I don't really enjoy Jennifer Lopez. I think Richard Gere more matches the original than Lopez. I have a feeling that the remake is not as simple and innocent."
"3024_9"	1	"A film that dramatized an understandable reluctance to face the inevitable coming of the the second world war, when a Spanish Republican, sent by his soon to be overthrown government, (Charles Boyer) infiltrates himself into England looking for support for his cause by trying to influence wealthy mine owners not to sell coal to the fascists back in Spain. He upsets the locals, getting convincingly beaten in one scene, and later in the film facing an angry crowd of miners who see him as yet another threat to their shaky livelihood. Notwithstanding socio-economic hierarchy, xenophobia, and world politics, this film expertly delves into a dark and suspenseful intrigue involving unfaithful compatriots played by Katina Paxinou and Peter Lorre, and is expertly filmed in numerous darkly lit scenes set in a dreary hotel by James Wong Howe, and manages more than once to get under your skin."
"10866_1"	0	"Let's see where to begin... bad acting; I'm not sure if I'd even call it that, as it more along the lines of a no-effort script read. The actors didn't even seem to be into their parts and seemed quite lifeless and listless. Sure there was a scene or two with nudity, but that couldn't save this movie from it's lifeless characters.<br /><br />To call the main character a rapper is an insult to the people who actually do. The lyrics had no rhythm or flow and seemed more along the lines of senseless rants.<br /><br />Budget? Did this movie even have a budget? It seemed like they used less money than I've seen in a home-shot YouTube video. Bad lighting, props, poor sound post production. Bad special effects, if you want to go so far as to call them that. Story could have been good if the people actually seemed interested in making it so, but there was no life to this flick; I don't care who directed it.<br /><br />I've seen some really bad flicks in the past year and this one is definitely at the very bottom. Don't waste your time or you'll be wishing you listened to this unbiased review. Check the ratings, you'll see the 1's are rapidly outpacing the fluffed 10's with hardly anything in between. Wish I would have looked a little closer before wasting my time. What a suck-fest!"
"45_2"	0	"As the number of Video Nasties I've yet to see dwindles, this little pile of garbage popped up on my \"to rent\" list when I saw it was available.<br /><br />The premise involves a fashion model or something being kidnapped and taken into the jungle to be held for ransom by a motley crew of idiots. Some other goof gets hired to bring her back and is given a sack of money to use as a bargaining chip, though if he returns with the girl and all the money, he gets a significant cut. He's brought a helicopter and pilot with him and, wow, that pilot is one of the worst actors EVER! Granted, they are all totally terrible and the dubbing will make you cry blood. After stealing away into the jungle, we learn that nearby is a cannibal cult whose flesheating earthbound god wanders the woods like a human King Kong looking for tribeswomen to ravage and devour. Now, this fellow is just a naked guy with some of the worst makeup ever, ping-pong balls for eyes and that's pretty much it. His growls and groans are an everpresent feature on the soundtrack, and I found myself muting much of those scenes.<br /><br />Oh, did I forget to mention the almost constant nudity? This is probably the main reason this film was banned, though there is one specific scene, about one second long, where the god attacks a girl and pulls her guts out, but it's not a redeeming factor for gore fans. Also, Jess Franco goes beyond the usual T and A and shows lengthy close-ups of female genitals, and, sadly, male as well. So, if you want \"fair\" in terms of exploitation, you got it.<br /><br />I can't recommend this trash to anyone. It's not even the good bad movie. It's just atrociously padded trash that only a Video Nasty fan will probably view and even then, if you are making your way through the list, leave this for the very last. If you watch it first, you may get the notion that this is the norm for the list, which is certainly not true."
"9999_3"	0	"This is the kind of movie that my enemies content I watch all the time, but it's not bloody true. I only watch it once in a while to make sure that it's as bad as I first thought it was.<br /><br />Some kind of mobsters hijack a Boeing 747. (That, at least, is an improvement over having Boeing hijack a good part of the Pentagon.) The airplane goes down in the Bermuda triangle and sinks pressurized to the bottoms, a kind of post-facto submarine.<br /><br />It has one of those all-star casts, the stars either falling or barely above the horizon.<br /><br />\"We're on our own!\", says pilot Jack Lemon. He is so right. Except for George Kennedy. He's in all these disaster movies.<br /><br />Watch another movie instead. Oh, not \"Airport\" the original. That's no good either. Instead, watch a decent flick about stuck airplanes like \"Flight of the Phoenix.\""
"5027_10"	1	"I gave this movie a 10 because it needed to be rewarded for its scary elements and actors AND my god the enging! The thing is I don't want to tell anyone anything about the acting or story because it will ruin the movie. But I will recommend that you go straight to your nearest moviestore right now and rent it! (Don't forget popcorn!)"
"11882_1"	0	"I passed this one on the shelf a few times, looking at the myriad of huge positive quotes (with tiny names) on the front and wondering if I was missing something. The other night it was on one of the movie channels, and I tuned in. I missed nothing.<br /><br />I must admit that I only watched the first 30 minutes. Perhaps the movie becomes comedy gold after that. Given the slow, plodding pace and complete lack of laughter in the first 30, I seriously doubt it.<br /><br />The lead character starts the movie in classic \"I don't know how to start my movie\" style, with a long, tiresome monologue about how he doesn't want to get sued. It's not funny. It's not even remotely funny. Others have commented on the \"San Franclisco\" bit; ok, a small chuckle the first time he says it. Then he grinds it into the ground, smiling at the camera like it's the funniest thing ever written. Get over yourself. In fact, I think the talking to the camera bit was the reason I instantly disliked the film. Don't assume familiarity with your audience. Familiarity is _earned_, much like respect.<br /><br />From there you basically have a fat whiny guy talking in a very effeminate way about his dull life as a temp. I didn't realize he's Jewish; it's a discredit to Jewish comedians to call this \"Jewish humor\". It's just unfunny humor. Just because you're Jewish doesn't mean you have a knack for the comedy. A WASP, Spalding Gray, does a better job of self-analytical humor than this guy, so obviously it's not about ethnicity.<br /><br />If one of the bits I had seen had worked, I might have stuck around. But some schlub going on about how much he loves the names of the women he works with, then listing them for five long minutes, doesn't make a great movie.<br /><br />This is an obvious attempt to capitalize on the popularity of \"Office Space\". Don't let yourself become a victim of target marketing. Just say no to \"Haiku Tunnel\"."
"7520_8"	1	"First, let me say that Notorious is an absolutely charming film, very lovingly rendered of its time and subject(s). Gretchen Mol is utterly, painfully convincing, the very soul of the contradictions smoothly reified by Ms. Page herself. Irving and Paula Klaw are richly drawn as the working-class stiffs they were (having met Paula at Movie Star News in 1990 I can say that Lili Taylor's performance is unimpeachable), and Jared Harris as John Willie (Coutts) is an adoringly debauched genius. Anyone with an interest in the recorded history of American attitudes toward sexuality must see this movie, in a theater preferably, where votes made with dollars count more.<br /><br />Second, I will allow that I am a producer of material similar to that for which the Klaws would become famous, which is no way affects my estimation of Ms. Harron's work as the splendid piece that it is, but does condition my view of Notorious as an act of political resistance of the first order. Ms. Harron has crafted a work of subtle subversion. Along with V for Vendetta, it is a movie about another time for our times.<br /><br />Few readers of this site will be aware that the government they will see enacted in Notorious (through transcription of the very words uttered in closed Senate committee hearings) is a very close approximation of the one they live under right now. While Ms. Harron expressly disallows that she has a political agenda appended to this film, her faithfulness to the facts, and the respectful and unsensational way in which she renders them, synchronizes Notorious with the present day. The very acts that Notorious portrays in loving and accurate detail are defined as obscene by the Communications Decency Act, recently brought to the Supreme Court as a First Amendment case and turned back there at the behest of the Bush administration. In other words, the delicate and ineffectual bondage depicted in Notorious is indictable today by Federal prosecutors in whatever (hostile) jurisdiction they choose. Of course, there were no hearings in the Senate or elsewhere on this matter when the CDA was passed. Of course you know nothing about it, because you don't want people in Peoria telling you what you can and cannot look at (likewise, people in Peoria probably don't want me telling them what they're allowed to view). Of course Notorious will never be indicted. It's Hollywood. It's lawyered up. Countless Klaws will, however, continue to be steamrolled by a puritanical bureaucracy that has not advanced its aesthetic, moral or biological composition much in 50+ years.<br /><br />In addition, Notorious posts no 18 USC 2257 compliance statement, which is mandated by the unnoticed \"earmark\" recently voted into law. If any media contains images of \"sadomasochistic restraint\" it is required to make available (ex warrant) records of age and circumstance of all performers. Notorious fails in this regard also.<br /><br />In addition to being a splendid piece of entertainment and an (nearly) accurate historical document, Notorious will be the litmus against which the Bush Justice Department is itself judged with respect to the 14th (Equal Protection) Amendment and on perhaps several other Constitutional grounds. In this regard alone, a debt of gratitude is owed Mary Harron. You'll be grateful in any case, Constitutional or otherwise, if you see this film."
"7939_8"	1	"How nice to have a movie the entire family can watch together. Josie Bissett and Rob Estes (who are married in real life) play a couple who marry in Las Vegas on a whim and then not only have to break the news to their kids but then have to try to meld their respective households (each has two boys and two girls)into a cohesive family unit. What transpires when the group, which includes four teenagers, two preteens and two younger children, makes one wonder at first if there can ever be true happiness for Carrie and Jim. The fights between the kids (and one little love affair between two of them) make one wonder if everyone will ever be able to get along. More interesting than the Brady Bunch, what this is a totally enjoyable way to spend a couple hours. Recommended as a feel good movie for all ages."
"11647_8"	1	"I can give you four reasons to see this movie:<br /><br />1. Four of the best filmmakers in the contemporary Mexican cinema.<br /><br />2. Four good stories, related into a big scheme.<br /><br />3. A surprisingly good cast.<br /><br />4. A bitter reflexion about the biggest trouble in this country (and many others).<br /><br />(POSSIBLE SPOILERS)<br /><br />Alejandro Gamboa opens this movie with a good story in a comedic mood about the authority practicing the extortion against regular people and still expecting to be appreciated by its efforts. <br /><br />Then Antonio Serrano gets more dramatic in the second piece with a story heir to the Italian neorealism with a \"Peter and the wolf\"-like anecdote.<br /><br />In the third story, the one that seems more independent from this series even in the context, Carlos Carrera tells us the story of a man being at the wrong place in the wrong moment. But after the recent lynching at Tlahuac and the tradition in this awful matter at the State of Mexico, this story couldn't be more updated.<br /><br />And at the end, Fernando Sariñana returns to the dark humor in the \"grand finale\" in which he puts together the most of the characters from the past sequences in one of the better comedy pieces ever filmed. Reprising the center scene from one of his previous films \"Todo el poder\", Sariñana gives the final lesson of the theme. And by the way, give us the scene that steals the movie with Anna Ciochetti making a brief striptease.<br /><br />Once the movie has ended, you get a bittersweet feeling about having looked at a good movie (and maybe enjoyed it) with a very painful subject. They say that in Mexico people laugh at their own disgrace and this is the best example. This film is a testimony of how Mexicans have learn to live in the middle of a crime state(and perhaps accepted it), between two fires: The criminals and the so-called authorities full of corruption. Even this movie is a wishful thinking because almost all the good people have been a victim of crime and they don't get this unhurt. If you had an assault without a scratch then you're lucky. Meanwhile, don't lose the chance to see this movie, highly recommended.<br /><br />And it's a beautiful life in Mexico..."
"5817_1"	0	"The most difficult thing about this movie is to say anything positive about it. The characters were stereotypical \"white-trash\", the movie's \"plot\" was stunted from the beginning, and the worst feature of this movie was that the nudity was so blatantly from body doubles it was funny. Regretfully, that was the only funny thing in the movie. Ms. Jenkins would be better served if in the future, she would refrain from using her life-story to \"entertain\" people. It was simply that bad. The one positive aspect of this movie (this has nothing to do with the lack-of-quality of the film) is that my brother shelled out the money for this stinker."
"6935_2"	0	"Was this a comedy or was it a drama? I begin this review by asking this question because the film that I just witnessed, Hollywood Shuffle, was neither funny or rather dramatic. While it tried so hard to make a point, because of this lack of definition (comedy or drama), the clever themes and pointed remarks were lost. While I am a strong believer that there is too much racial profiling happening in Hollywood, even today, I do not believe that Townsend's directorial debut did much to stop it. Instead, I feel it only added more fuel to the fire. Townsend's comic timing in this film was disastrous due to the fact that the elements he was supposed to be making fun of, he was instead promoting and vice versa. The parts that were supposed to be serious were somehow destroyed by the poor lack of funny comedy. Townsend had a decent concept with this film, but sadly the execution is what ultimately hurt this film. If you watch the preview before the film (which I constantly do), you will immediately get the wrong impression of what you are going to see. The preview gives the impression of a very intelligent, comic film that prides itself on the intelligence of the viewers, but the actually film could not be further from the truth.<br /><br />The main problem with Hollywood Shuffle is not story itself (because it is lacking in elaboration); it is Townsend's direction. He had a wonderful concept with this film. Exploit the Hollywood that exploits our race. Decent idea, but why couldn't he execute it very well? The first reason is that his ideas are too random and sporadic. The structure of this film was like watching a heart attack on a monitor at the hospital, we are literally everywhere without any warning or map. It was obvious that Townsend had quite a bit to say, but only a short amount of time to do it in. So, instead of defining his characters, developing his themes, and actually creating a smart film, he just throws it all together and prays that it works. Sadly, it doesn't. Instead of a smart comedy, we have a hodgepodge of so many ideas, comedic skits, and underused actors that this film goes from decent to nearly unwatchable. What hurts Townsend the most are his brief, attempt to be funny, interruptions throughout the film. From battling a villain known as Jerry Curl to parodying Siskel & Ebert, Townsend's attempt to poke fun while speak a message about the film industry falters. This is because these small intermittent skits actually distract from the central focus of the film and actually destroy internally. While Townsend seems to be trying to make a joke about life in Hollywood, he actually is simply connecting to every stereotype and cliché in the book. What could have been beautiful satire transforms into simply generic humor that never quite stands apart from the rest.<br /><br />So, if you find yourself not laughing at the humor of this story, perhaps there is some comfort in knowing that some of the Wayans brothers are around to help spice up this dull story. WRONG! The Wayans are in this film, but Townsend demonstrates that he has the ability to even bring the worst out even in this entertaining family. Definitely in their pre-In Living Color moments, we see that comedy was something that all needed to constantly improve upon. Perhaps it was Townsend's direction, or just maybe this atrocious story, but these typically funny comedians were obviously underused and ignored when it came to critics of this film. I just thought that with the talent pool that Townsend had to pull from that Hollywood Shuffle would have been funny, bright, and a true stab at this obvious Hollywood dilemma. Sadly, it was none of the above.<br /><br />Finally, I would like to say that this was a workable film. There were some moments (while they were few and way far between) that had a smile on my face, the final product just didn't settle well with me. Townsend can be funny, but in this film it just felt like he was playing against himself, instead of through his personal experiences and troubles. I realize that he was probably speaking the truth, but it never came through as that. Instead, we are threaded through a weak story, which supports itself with idiotic flash clips that may have worked for a sitcom, but surely didn't work for this film. Even for those that comment that this was his directorial debut and that he was learning from this film, I would have to disagree. If you are starting fresh, either have a tight script or defined themes. Townsend had neither of these, and combined with the inability to control his actors, he just failed in a ball of flames.<br /><br />Overall, this was rather disappointing to watch. It reminded me of a grade school Spelling Bee where it is finally your child's time to spell. The word is tough, but as the first two to three letters come out, you think that it is going to work perfectly, but then there is that random \"P\" and silent \"R\" that forces your excitement to come tumbling down. That is how I felt with Hollywood Shuffle. At first, I saw the potential, I saw the theme and the motive behind the picture, but through fuzzy and inexperienced technique and after the first couple of scenes, I experienced that deep fall feeling. Townsend sank his own ship on this one, and I don't think Hollywood Shuffle will ever re-submerge as a pivotal moment of Hollywood cinema.<br /><br />Grade: * out of *****"
"7775_8"	1	"Another in the they don't make em like that category. This story of a family with some real skeletons in its closet still qualifies as good clean, sometimes over-the-top fun. Robert Stack and Dorothy Malone are at their peak as the troubled Hadley siblings, and they really took the roles and ran with them. Malone won an Oscar and Stack was nominated in the supporting categories, both honors being eminently well-deserved. They counterbalance the somewhat bland leads. Neither Bacall nor Hudson could ever be called bad actors, but they've both had better parts and played them far more convincingly than they do here. It's kind of hard for me to accept Rock Hudson playing such a red-blooded heterosexual as he does here, but that's more of a personal bias than anything else. But that doesn't take away from the movie's overall entertainment value, which is considerable and this movie is extremely watchable. If you're up some night and this movie comes on I'd say watch it. It's well worth it."
"12147_1"	0	"This is perhaps the worst attempt at a Zombie film I have ever had the misfortune to see. Terrible, terrible, terrible. Any review found on this site is obviously the work of either the filmmaker, the filmmakers family, or a friend of the filmmaker. How does this film suck? Let us count the ways...<br /><br />The plot? Incoherent. Dialogue? Atrocious. I will not slam the effects/gore, as I understand that this is low budget. But was there even one zombie that was not obese? C'mon! And for a film set in Rhode Island, why did that truck sport a Massachusetts plate? Continuity, find some.<br /><br />The Girl dancing while the soldier \"Stands at attention\". Please, don't put your ex-girlfriend or buddy's sister in your movie naked. This was an ugly movie filled with ugly people, and has no business even mentioning Romero on the cover. Next time you decide to make a movie, don't."
"4101_8"	1	"If, like me, you like your films to be unique, and unlike the majority of other movies, then I wholly recommend that you check out The Beast. The film is a grotesque, erotic, fantasy fairytale that centres around a mythological 'Beast' that is rumoured to wander the grounds of a French mansion and lusts after women. The film is very daring with it's subject material, and that is something to give it credit for. The theme of bestiality is a definite taboo, and for good reason, I might add; but the film conveys it; straight and to the point. Like other films that handle a taboo subject at their centre, The Beast could have gone around it, and made us use our imagination to fill in the gaps, but Borowczyk didn't do that, and he is brave in that respect, especially as making a film like this will leave him open to all kinds of criticisms, but the fact that he went ahead with it, in my view, means a big thumbs up for the guy.<br /><br />The film starts off with a sequence that sees a randy male horse mount a female. This opener puts an exclamation mark on the film and prepares the audience, in some ways, for the incredible, tour de force of eroticism that they are about to see. The scenes which see the beast mate with the woman are gratuitous and shocking, and are bound to offend many people (hence the reason it was banned for over 20 years), but these scenes are not merely an excuse for Borowczyk to shock the viewer; this film has a defining point. As said during the film; the only difference between man and beast is intelligence. Both man and beast have instincts, only man knows how to control them. The Beast explores this difference between man and beast through sexuality; the fantasy sequence in which the beast appears epitomises the control of human desire, and it is only when the central female character lets go of her control that she can see the beast. The film has strong themes of the age-old story of 'beauty and beast' weaved into it, and overall this is a shockingly morbid tale of lust, but not without a moral.<br /><br />Many criticise the scenes around the film's shocking sex sequences for being boring, but these scenes are important to the film's story. Without these scenes, we wouldn't get to know the characters or the story of the beast, and, most importantly; the story of 'beauty and the beast' would not be able to have it's horrifying conclusion dealt to the audience, and as that is one of the key elements of the film; it would be a real shame. Besides that, Borowczyk keeps his audience entertained through these scenes, not with shocks, but with dialogue and the upper class persona of the family, along with the beautiful shots of the mansion's ground would not be seen, and therefore the stark contrast between that and the events later on in the film would not exist either.<br /><br />Overall, The Beast is a shocking film. It's portrayal of a taboo subject and the shocking way it is portrayed will ensure that this film is not for everyone. However, if you can get over the film's shock, and embrace The Beast; what awaits is a skilful and beautiful piece of art that should not be missed by anyone that is willing to give this film a chance."
"4245_3"	0	"This movie was based on actual fact? I sincerely hope not!<br /><br />We get to see what appears to be numerous armed cops empty an equal amount of guns at 2 guys who only got armored torso's. That's a great idea; aim for the armor!...excuse me, but how about those big fat unmissable heads or their legs for crying out loud. Or were there invisible tanks protecting them? were they from Crypton?Did i miss something here?<br /><br />This movie started out decent enough but after 20 minutes of shoot-out it really takes a turn to boringlane.<br /><br />And that documentary style didn't work for me either, but thats just something one finds likable or not.<br /><br />Highly unbelievable stuff which makes it hard to see it through 'til the end.<br /><br />3/10 for the fine editing."
"9297_10"	1	"This has to be one of my favourite movies of all time. The dialogue, with the constant use of puns is very tight, the cast are superb, and the plot is highly original.<br /><br />Don't take my word for it - watch this movie and enjoy it for yourself."
"11066_1"	0	"Prior to watching \"Dahmer,\" I thought no movie could be worse than \"Freddy Got Fingered.\" I was wrong. To sum \"Dahmer\" up, it's a story about a gay serial killer which features almost no killing and almost entirely consists of Dahmer's encounters with gay men before they were killed. There is no plot to be found, and it serves no purpose as far as telling us anything about \"Dahmer.\" All you'll learn about Dahmer from watching this movie is that he liked to have sex with men. Horrible acting, horrible directing, horrible writing, horrible everything... If you have to choose between watching \"Dahmer\" and projectile vomiting for three hours, go with the vomiting .... it wll be less painful....."
"10620_4"	0	"In spite of having some exciting (and daring) sequences, NBTN just never gets going. There are exploding boats, hat pin murders, mass suicides, pathologists with body parts, and all sorts of classic mystery/horror scenes, but they're interspersed with extended periods of pure exposition. Everybody in the movie looks bored. This is a shame because many of the sequences would be considered daring at the time this was filmed.<br /><br />Add to this the \"too-proper\" Brit characters and you feel like you've drifted into a Sherlock Holmes movie.<br /><br />Finally, the cinematography is very ordinary. There are lots of opportunities for beautiful shots of of the countryside, or complex shots of someone being pulled into a huge bonfire, but the whole thing is unimaginative and dull.<br /><br />Definitely only for Lee and Cushing fans."
"10731_7"	1	"I notice the DVD version seems to have missing scenes or lines between the posting of the FRF and the launch. <br /><br />They are to prove they can win the right to sit in the FRF other than the green team.<br /><br />Another scene is like during their failure at the simulation, Kevin gets Joaquin to clam down.<br /><br />I think the VHS edition other than the ABC one might have all the missing stuff.<br /><br />Otherwise I like to know which DVD release has the missing stuff.<br /><br />The DVD I have watched feels edited for television."
"11337_3"	0	"I am normally a Spike Lee fan. It takes some time to really get into his \"mojo\", but once you see the clear message and the ability to tell the story that is close to his heart, Lee is a genius. Unlike The 25th Hour or Bamboozled (two of my favorite films of his), there was no clear story in this film. I was able to understand the struggle between Washington and the choice to play well or be influenced by others, but for some odd reason Lee was never able to get the true feeling out. Washington did a decent job with what was handed to him, but you could tell that this was not Lee's favorite film. Not only did Lee direct this film, but he also wrote it. You could tell. The camera work was horrid and the writing only contributed to the decay of the film. This film was coming full circle and it wasn't going to be pretty. Lee was not 100% behind this film as he was with Do the Right Thing. Of all the films I have seen Lee direct, this was the brightest and more modest of his films. It was almost as if he created a Hollywood movie instead of one that was all his own. I don't know if he saw the money from Do the Right Thing and ran with it, or what  but this film did not demonstrate his true talent.<br /><br />For anyone out there that has seen this film, and perhaps stopped watching anything directed by Spike Lee afterwards due to this film, I suggest you give him a second chance. Don't get me wrong, I see exactly where you are coming from with this film and why you would want to put this behind you, but Lee does grow up. His work becomes more of his own, and you can see the transformation from a desire to make money to just wanting to make good films. It took me awhile to watch The 25th Hour, but when I did, it was sheer brilliance. Perhaps it was the actors, perhaps the story, but Lee crafted an amazing film out of one man's journey into the unknown. I guess that is what I was hoping Mo' Better Blues would turn out to be. This really dark journey into the life of a man that really never grew up, but instead all I got was Denzel being Denzel. He really is one of the most versatile actors of this generation, and I do consider him the Sydney Poitier of cinema, but this was not the film to showcase his talent.<br /><br />Another issue that I had with this film was the use of Spike's sister playing one of the love interests. I don't know about you, and your family, but I do not think that I could have filmed a sex scene with my sister. I don't care who the actor is or how much money I am getting paid, I would never do it. It is just something that I never wish to see, but apparently that is different for Spike. He went ahead and showed the full nude image of his sister without any remorse. It was sad and it even made me blush. Also, I need somebody to answer me this. What was Flavor Flav doing introducing this film? So, I am sitting there on my couch, ready to start the film, when suddenly there is a voice from the past spelling out the studio that made this film, then he acknowledges himself. That did not build for a strong remaining of the story. Again, I felt that Lee was going for money on this film instead of actual talent. Perhaps that is how he could afford both Denzel and Wesley in the same movie without any explosions.<br /><br />There were two great scenes in this film that made it worth watching through to the end. Don't get me wrong, this was a very bad movie, but there is always a diamond in every alleyway. The scene when Bleek accidentally forgets which woman he is with was mesmerizing. He continually went back and forth, weaving truth to confusion in a way that proved that Lee was actually behind the camera. It was a visionary scene that was probably lost in the shuffle due to the remaining poor scenes. The other scene that was worth watching was the way that Lee introduced and ended the film. By keeping the same pacing and direction, he was able to bring this tragic character around full circle and give him the chance to change his life. Other than these two moments, the rest of the film was pure rubbish, not worth viewing unless you are about to go blind.<br /><br />Grade: ** out of *****"
"10967_10"	1	"I first saw this movie in my plays & playwrights course at Tulane. I was awed at how beautiful and raw this documentary was. It is a sincere look into the unedited reality of a life of solitude. The family is fascinating and I thought it really showed Little Edie at her core. **As a side note My professor even told me that throughout the filming, Little Edie became infatuated with one of the camera men.** The beauty, I find, comes from the naturalness of the family's dysfunction. It is evident in the relationship between mother and daughter that neither could function in society alone and you begin to wish for Little Edie's rehabilitation to society. In all, the film is gripping in its aesthetic quality and it's portrayal of surprising beauty. Two thumbs way up!"
